name,latitude,longitude,color
AGE00135039: 200,35.7297,0.6500,#8cff00
ASN00066062: 188,-33.8607,151.2050,#6aff00
ASN00074128: 194,-35.5269,144.9520,#7bff00
ASN00086071: 130,-37.8075,144.9700,#00ff03
ASN00090015: 128,-38.8556,143.5128,#00ff03
AU000005901: 285,48.2331,16.3500,#ffe700
BE000006447: 200,50.8000,4.3500,#8cff00
CA006148100: 217,43.3833,-81.0000,#bdff00
CA006158350: 167,43.6667,-79.4000,#2eff00
EIE00101859: 156,53.2800,-9.0200,#0eff00
EZE00100082: 278,50.0864,14.4164,#ffea00
GM000004204: 255,50.9267,11.5842,#fff700
GME00125218: 253,51.3164,12.4475,#fff800
GME00127462: 230,54.3656,13.4783,#e2ff00
ITE00100550: 248,44.5000,11.3458,#fffb00
ITE00100554: 196,45.4717,9.1892,#81ff00
SWE00139148: 192,59.8600,17.6300,#75ff00
SZ000006717: 36,45.8667,7.1667,#00ff12
UK000047811: 133,54.3500,-6.6500,#00ff03
UK000056225: 154,51.7667,-1.2667,#09ff00
