name,latitude,longitude,color
AGE00135039: 185,35.7297,0.6500,#61ff00
ASN00066062: 344,-33.8607,151.2050,#ffc600
ASN00086071: 211,-37.8075,144.9700,#acff00
ASN00090015: 283,-38.8556,143.5128,#ffe800
AU000005901: 46,48.2331,16.3500,#00ff10
BE000006447: 126,50.8000,4.3500,#00ff04
CA006148100: 44,43.3833,-81.0000,#00ff10
CA006158350: 28,43.6667,-79.4000,#00ff13
EIE00101859: 100,53.2800,-9.0200,#00ff08
EZE00100082: 60,50.0864,14.4164,#00ff0e
GM000004204: 104,50.9267,11.5842,#00ff07
GME00125218: 86,51.3164,12.4475,#00ff0a
GME00127462: 58,54.3656,13.4783,#00ff0e
ITE00100550: 84,44.5000,11.3458,#00ff0a
ITE00100554: 71,45.4717,9.1892,#00ff0c
SWE00139148: 68,59.8600,17.6300,#00ff0d
SZ000006717: 17,45.8667,7.1667,#00ff15
UK000047811: 111,54.3500,-6.6500,#00ff06
UK000056225: 126,51.7667,-1.2667,#00ff04
USC00288878: 100,40.2333,-74.7667,#00ff08
