name,latitude,longitude,color
AGE00135039: 130,35.7297,0.6500,#72ff00
ASN00066062: 239,-33.8607,151.2050,#feff00
ASN00086071: 235,-37.8075,144.9700,#f9ff00
ASN00090015: 211,-38.8556,143.5128,#daff00
AU000005901: 4,48.2331,16.3500,#00ff9e
BE000006447: 42,50.8000,4.3500,#01ff00
CA006148100: -94,43.3833,-81.0000,#00e9ff
CA006158350: -94,43.6667,-79.4000,#00e9ff
EIE00101859: 0,53.2800,-9.0200,#00ffb0
EZE00100082: -28,50.0864,14.4164,#00fcff
GM000004204: -18,50.9267,11.5842,#00ffff
GME00125218: -25,51.3164,12.4475,#00fdff
GME00127462: -18,54.3656,13.4783,#00ffff
ITE00100550: 60,44.5000,11.3458,#18ff00
ITE00100554: 46,45.4717,9.1892,#06ff00
SWE00139148: -34,59.8600,17.6300,#00faff
SZ000006717: 18,45.8667,7.1667,#00ff61
UK000047811: 4,54.3500,-6.6500,#00ff9e
UK000056225: 6,51.7667,-1.2667,#00ff95
