name,latitude,longitude,color
AGE00135039: 165,35.7297,0.6500,#28ff00
ASN00066062: 233,-33.8607,151.2050,#ebff00
ASN00086071: 233,-37.8075,144.9700,#ebff00
ASN00090015: 228,-38.8556,143.5128,#ddff00
AU000005901: -29,48.2331,16.3500,#00ff1c
BE000006447: 14,50.8000,4.3500,#00ff15
CA006148100: 139,43.3833,-81.0000,#00ff02
CA006158350: 106,43.6667,-79.4000,#00ff07
EIE00101859: 89,53.2800,-9.0200,#00ff09
EZE00100082: -46,50.0864,14.4164,#00ff1e
GM000004204: -24,50.9267,11.5842,#00ff1b
GME00125218: -65,51.3164,12.4475,#00ff21
GME00127462: -18,54.3656,13.4783,#00ff1a
ITE00100550: 25,44.5000,11.3458,#00ff13
ITE00100554: 24,45.4717,9.1892,#00ff13
SWE00139148: 44,59.8600,17.6300,#00ff10
SZ000006717: -46,45.8667,7.1667,#00ff1e
UK000047811: 53,54.3500,-6.6500,#00ff0f
UK000056225: 58,51.7667,-1.2667,#00ff0e
