name,latitude,longitude,color
AGE00135039: 140,35.7297,0.6500,#00ff02
ASN00066062: 252,-33.8607,151.2050,#fff900
ASN00086071: 344,-37.8075,144.9700,#ffc600
ASN00090015: 267,-38.8556,143.5128,#fff100
AU000005901: 20,48.2331,16.3500,#00ff14
BE000006447: 34,50.8000,4.3500,#00ff12
CA006148100: 106,43.3833,-81.0000,#00ff07
CA006158350: 72,43.6667,-79.4000,#00ff0c
EIE00101859: 100,53.2800,-9.0200,#00ff08
EZE00100082: 9,50.0864,14.4164,#00ff16
GM000004204: -8,50.9267,11.5842,#00ff18
GME00125218: -13,51.3164,12.4475,#00ff19
GME00127462: -9,54.3656,13.4783,#00ff19
ITE00100550: 63,44.5000,11.3458,#00ff0d
ITE00100554: 56,45.4717,9.1892,#00ff0f
SWE00139148: -52,59.8600,17.6300,#00ff1f
SZ000006717: -143,45.8667,7.1667,#00ff2d
UK000047811: 87,54.3500,-6.6500,#00ff0a
UK000056225: 41,51.7667,-1.2667,#00ff11
