name,latitude,longitude,color
AGE00135039: 120,35.7297,0.6500,#00ff05
ASN00066062: 339,-33.8607,151.2050,#ffc900
ASN00086071: 213,-37.8075,144.9700,#b2ff00
ASN00090015: 211,-38.8556,143.5128,#acff00
AU000005901: 59,48.2331,16.3500,#00ff0e
BE000006447: 68,50.8000,4.3500,#00ff0d
CA006148100: 6,43.3833,-81.0000,#00ff16
CA006158350: 28,43.6667,-79.4000,#00ff13
EIE00101859: 83,53.2800,-9.0200,#00ff0a
EZE00100082: 41,50.0864,14.4164,#00ff11
GM000004204: 51,50.9267,11.5842,#00ff0f
GME00125218: 35,51.3164,12.4475,#00ff12
GME00127462: 29,54.3656,13.4783,#00ff13
ITE00100550: 60,44.5000,11.3458,#00ff0e
ITE00100554: 30,45.4717,9.1892,#00ff13
SWE00139148: 20,59.8600,17.6300,#00ff14
SZ000006717: -21,45.8667,7.1667,#00ff1a
UK000047811: 88,54.3500,-6.6500,#00ff0a
UK000056225: 58,51.7667,-1.2667,#00ff0e
