name,latitude,longitude,color
ASN00066062: 165,-33.8607,151.2050,#9fff00
ASN00074128: 133,-35.5269,144.9520,#76ff00
ASN00086071: 98,-37.8075,144.9700,#49ff00
ASN00090015: 111,-38.8556,143.5128,#5aff00
AU000005901: 223,48.2331,16.3500,#e9ff00
BE000006447: 227,50.8000,4.3500,#eeff00
CA006148100: 289,43.3833,-81.0000,#ffe400
CA006158350: 211,43.6667,-79.4000,#daff00
EIE00101859: 217,53.2800,-9.0200,#e2ff00
EZE00100082: 166,50.0864,14.4164,#a0ff00
GM000004204: 150,50.9267,11.5842,#8cff00
GME00125218: 149,51.3164,12.4475,#8aff00
GME00127462: 153,54.3656,13.4783,#90ff00
ITE00100550: 204,44.5000,11.3458,#d1ff00
ITE00100554: 244,45.4717,9.1892,#fffd00
SWE00139148: 198,59.8600,17.6300,#c9ff00
SZ000006717: 60,45.8667,7.1667,#18ff00
UK000047811: 217,54.3500,-6.6500,#e2ff00
UK000056225: 238,51.7667,-1.2667,#fcff00
