name,latitude,longitude,color
AGE00135039: 300,35.7297,0.6500,#ffde00
ASN00066062: 128,-33.8607,151.2050,#00ff03
ASN00086071: 83,-37.8075,144.9700,#00ff0a
ASN00090015: 133,-38.8556,143.5128,#00ff03
AU000005901: 230,48.2331,16.3500,#e2ff00
BE000006447: 198,50.8000,4.3500,#87ff00
CA006148100: 217,43.3833,-81.0000,#bdff00
CA006158350: 228,43.6667,-79.4000,#ddff00
EIE00101859: 189,53.2800,-9.0200,#6dff00
EZE00100082: 183,50.0864,14.4164,#5cff00
GM000004204: 181,50.9267,11.5842,#56ff00
GME00125218: 183,51.3164,12.4475,#5cff00
GME00127462: 135,54.3656,13.4783,#00ff02
ITE00100550: 294,44.5000,11.3458,#ffe200
ITE00100554: 281,45.4717,9.1892,#ffe900
SWE00139148: 230,59.8600,17.6300,#e2ff00
SZ000006717: 30,45.8667,7.1667,#00ff13
UK000047811: 206,54.3500,-6.6500,#9eff00
UK000056225: 189,51.7667,-1.2667,#6dff00
USC00288878: 250,40.2333,-74.7667,#fffa00
